PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,6651 kingsbury,,,,,,,,,
Location:,"Lat, Lon: 34.57, -112.5",,,,,,,,,
Lat (deg N):,34.57,,,,,,,,,
Long (deg W):,112.5,,,,,,,,,
Elev (m):,1688.300049,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.12,,,,,,,,,
Capacity Factor (%),"19.5	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
10,21,20,0,0,14,0,0,14,0,0
10,21,21,0,0,12,1,0,12,0,0
10,21,22,0,0,10,1,0,10,0,0
10,21,23,0,0,9,1,0,9,0,0
10,22,0,0,0,9,1,0,9,0,0
10,22,1,0,0,8,1,0,8,0,0
10,22,2,0,0,8,1,0,8,0,0
10,22,3,0,0,8,1,0,8,0,0
10,22,4,0,0,7,1,0,7,0,0
10,22,5,0,0,7,1,0,7,0,0
10,22,6,0,0,8,1,0,8,0,0
10,22,7,592,34,11,1,197.832,15.065,587.192,554.621
10,22,8,821,53,16,1,460.931,29.381,1470.217,1413.322
10,22,9,917,64,19,1,690.844,40.24,2171.273,2089.905
10,22,10,964,70,22,2,861.749,44.783,2674.765,2573.001
10,22,11,992,70,23,2,962.846,48.688,2936.231,2822.946
10,22,12,995,71,23,2,982.093,49.434,2984.153,2868.688
10,22,13,981,70,24,2,920.051,48.94,2799.287,2692.115
10,22,14,942,68,23,2,780.356,44.4,2417.451,2326.405
10,22,15,870,60,22,1,574.685,41.121,1772.861,1705.961
10,22,16,718,46,19,0,323.761,34.225,959.682,917.734
10,22,17,294,16,15,0,72.558,18.999,190.418,166.418
10,22,18,0,0,13,1,0,13,0,0
10,22,19,0,0,13,0,0,13,0,0
10,22,20,0,0,13,0,0,13,0,0
10,22,21,0,0,12,0,0,12,0,0
10,22,22,0,0,11,1,0,11,0,0
10,22,23,0,0,11,1,0,11,0,0
10,23,0,0,0,10,1,0,10,0,0
10,23,1,0,0,10,1,0,10,0,0
10,23,2,0,0,10,1,0,10,0,0
10,23,3,0,0,10,1,0,10,0,0
10,23,4,0,0,10,1,0,10,0,0
10,23,5,0,0,9,1,0,9,0,0
10,23,6,0,0,9,1,0,9,0,0
10,23,7,566,35,11,1,191.412,14.853,569.82,537.655
10,23,8,805,54,15,0,455.416,32.053,1434.038,1378.282
10,23,9,906,65,18,0,682.911,44.212,2102.779,2024.003
10,23,10,107,293,21,0,393.02,39.192,1259.29,1208.864
10,23,11,262,332,22,1,591.754,39.993,1889.149,1818.178
10,23,12,568,253,23,1,805.269,47.8,2468.878,2375.739
10,23,13,12,207,23,1,213.058,31.564,709.552,674.043
10,23,14,371,236,22,1,536.431,37.604,1726.088,1660.789
10,23,15,0,60,21,1,56.969,23.405,197.258,173.122
10,23,16,55,92,19,0,114.835,21.672,392.249,364.072
10,23,17,0,22,16,0,21.114,14.727,76.067,54.264
10,23,18,0,0,14,0,0,14,0,0
10,23,19,0,0,14,0,0,14,0,0
10,23,20,0,0,13,0,0,13,0,0
10,23,21,0,0,12,0,0,12,0,0
10,23,22,0,0,11,1,0,11,0,0
10,23,23,0,0,10,1,0,10,0,0
10,24,0,0,0,8,1,0,8,0,0
10,24,1,0,0,7,1,0,7,0,0
10,24,2,0,0,7,1,0,7,0,0
10,24,3,0,0,7,1,0,7,0,0
10,24,4,0,0,7,1,0,7,0,0
10,24,5,0,0,7,1,0,7,0,0
10,24,6,0,0,7,1,0,7,0,0
10,24,7,592,33,10,1,195.336,13.973,580.435,548.023
10,24,8,818,53,15,1,456.887,28.264,1463.525,1406.842
10,24,9,908,66,18,2,683.626,35.773,2196.284,2113.958
10,24,10,953,74,20,2,853.266,42.636,2677.379,2575.503
10,24,11,981,75,21,2,954.084,46.552,2942.036,2828.488
10,24,12,983,76,22,2,971.946,48.218,2972.08,2857.166
10,24,13,968,74,23,2,908.429,47.678,2781.913,2675.505
10,24,14,445,215,22,2,575.537,38.295,1844.262,1774.878
10,24,15,855,62,21,2,564.029,36.017,1783.62,1716.349
10,24,16,698,47,19,1,314.211,29.572,950.884,909.173
10,24,17,235,15,15,1,61.541,16.314,166.747,143.211
10,24,18,0,0,14,1,0,14,0,0
10,24,19,0,0,14,1,0,14,0,0
10,24,20,0,0,13,1,0,13,0,0
10,24,21,0,0,11,1,0,11,0,0
10,24,22,0,0,10,1,0,10,0,0
10,24,23,0,0,9,1,0,9,0,0
10,25,0,0,0,9,1,0,9,0,0
10,25,1,0,0,8,1,0,8,0,0
10,25,2,0,0,8,1,0,8,0,0
10,25,3,0,0,7,1,0,7,0,0
10,25,4,0,0,7,1,0,7,0,0
10,25,5,0,0,7,1,0,7,0,0
10,25,6,0,0,7,1,0,7,0,0
10,25,7,511,38,10,1,180.472,13.478,544.832,513.246
10,25,8,765,62,14,2,442.706,24.705,1444.442,1388.359
10,25,9,872,75,17,3,672.203,32.465,2195.302,2113.014
10,25,10,925,83,18,3,839.122,37.812,2697.971,2595.21
10,25,11,971,77,19,3,945.187,41.558,2990.546,2874.788
10,25,12,339,319,20,4,660.715,34.785,2164.855,2083.731
10,25,13,13,209,19,3,216.136,24.299,745.15,708.761
10,25,14,451,212,19,3,575.691,31.644,1905.905,1834.337
10,25,15,819,69,18,2,552.472,32.785,1775.556,1708.563
10,25,16,657,51,16,1,302.036,26.193,930.279,889.118
10,25,17,188,14,13,0,52.209,15.897,144.314,121.214
10,25,18,0,0,11,1,0,11,0,0
10,25,19,0,0,10,1,0,10,0,0
10,25,20,0,0,9,1,0,9,0,0
10,25,21,0,0,8,1,0,8,0,0
10,25,22,0,0,7,0,0,7,0,0
10,25,23,0,0,7,0,0,7,0,0
10,26,0,0,0,6,1,0,6,0,0
10,26,1,0,0,6,1,0,6,0,0
10,26,2,0,0,6,1,0,6,0,0
10,26,3,0,0,5,1,0,5,0,0
10,26,4,0,0,5,1,0,5,0,0
10,26,5,0,0,5,1,0,5,0,0
10,26,6,0,0,5,1,0,5,0,0
10,26,7,539,35,8,1,182.269,11.521,549.834,518.133
10,26,8,791,56,13,1,447.07,25.939,1447.717,1391.531
10,26,9,898,68,16,1,675.696,36.877,2158.003,2077.14
10,26,10,950,74,19,0,846.51,51.37,2536.695,2440.758
10,26,11,979,75,20,0,947.419,56.111,2775.062,2668.954
10,26,12,983,75,21,0,965.605,58.028,2799.514,2692.332
10,26,13,969,73,22,1,902.933,50.962,2716.769,2613.197
10,26,14,929,69,21,1,762.089,45.937,2340.183,2252.235
10,26,15,852,61,20,1,556.978,38.619,1736.704,1671.044
10,26,16,685,46,18,1,305.324,28.285,927.157,886.08
10,26,17,203,12,14,1,52.079,14.938,141.043,118.006
10,26,18,0,0,11,0,0,11,0,0
10,26,19,0,0,10,0,0,10,0,0
10,26,20,0,0,10,0,0,10,0,0
10,26,21,0,0,10,0,0,10,0,0
10,26,22,0,0,10,0,0,10,0,0
10,26,23,0,0,9,0,0,9,0,0
10,27,0,0,0,8,0,0,8,0,0
10,27,1,0,0,8,1,0,8,0,0
10,27,2,0,0,7,1,0,7,0,0
10,27,3,0,0,7,1,0,7,0,0
10,27,4,0,0,7,1,0,7,0,0
10,27,5,0,0,7,1,0,7,0,0
10,27,6,0,0,7,1,0,7,0,0
10,27,7,491,36,10,1,172.027,13.196,518.62,487.635
10,27,8,763,58,13,1,434.706,25.509,1410.565,1355.541
10,27,9,871,71,16,2,659.562,33.146,2145.353,2064.97
10,27,10,921,80,18,2,828.228,40.027,2632.765,2532.793
10,27,11,932,89,19,3,920.168,40.971,2919.777,2807.236
10,27,12,461,272,19,3,725.519,36.788,2353.174,2264.709
10,27,13,909,91,19,3,870.919,39.624,2779.459,2673.159
10,27,14,570,169,18,3,613.338,33.127,2013.23,1937.777
10,27,15,720,78,17,3,504.38,28.985,1651.654,1588.864
10,27,16,563,52,15,2,268.108,22.122,843.613,804.725
10,27,17,0,13,12,1,12.313,11.356,45.033,23.806
10,27,18,0,0,10,0,0,10,0,0
10,27,19,0,0,10,0,0,10,0,0
10,27,20,0,0,10,0,0,10,0,0
10,27,21,0,0,9,0,0,9,0,0
10,27,22,0,0,9,0,0,9,0,0
10,27,23,0,0,9,0,0,9,0,0
10,28,0,0,0,8,0,0,8,0,0
10,28,1,0,0,8,0,0,8,0,0
10,28,2,0,0,8,0,0,8,0,0
10,28,3,0,0,8,0,0,8,0,0
10,28,4,0,0,8,0,0,8,0,0
10,28,5,0,0,8,0,0,8,0,0
10,28,6,0,0,8,0,0,8,0,0
10,28,7,263,45,9,0,122.746,10.868,392.684,364.497
10,28,8,697,60,11,1,404.489,22.361,1332.78,1280.147
10,28,9,0,48,13,2,45.561,13.691,164.908,141.409
10,28,10,355,261,15,3,573.68,27.214,1945.794,1872.795
10,28,11,534,241,16,3,746.846,33.526,2460.653,2367.851
10,28,12,225,333,17,4,562.602,29.348,1892.903,1821.799
10,28,13,469,245,17,4,677.048,31.416,2252.288,2167.797
10,28,14,2,147,17,3,144.235,20.611,505.879,475.184
10,28,15,437,138,16,3,406.728,24.509,1370.101,1316.328
10,28,16,153,85,14,2,150.927,17.612,511.5,480.677
10,28,17,0,8,12,0,7.568,10.428,27.792,6.882
10,28,18,0,0,10,0,0,10,0,0
10,28,19,0,0,10,0,0,10,0,0
10,28,20,0,0,10,0,0,10,0,0
10,28,21,0,0,10,0,0,10,0,0
10,28,22,0,0,9,0,0,9,0,0
10,28,23,0,0,8,0,0,8,0,0
10,29,0,0,0,8,0,0,8,0,0
10,29,1,0,0,7,0,0,7,0,0
10,29,2,0,0,7,0,0,7,0,0
10,29,3,0,0,7,0,0,7,0,0
10,29,4,0,0,6,1,0,6,0,0
10,29,5,0,0,5,1,0,5,0,0
10,29,6,0,0,5,0,0,5,0,0
10,29,7,526,32,8,0,173.679,12.298,518.573,487.59
10,29,8,794,52,11,1,439.735,23.713,1435.29,1379.494
10,29,9,904,63,14,1,668.141,34.716,2154.727,2073.988
10,29,10,955,70,17,1,839.069,43.387,2620.998,2521.524
10,29,11,980,73,18,2,938.484,43.284,2942.329,2828.768
10,29,12,984,73,19,2,956.371,44.955,2973.815,2858.822
10,29,13,968,72,19,2,893.265,43.461,2794.735,2687.764
10,29,14,927,68,19,2,752.397,39.788,2382.911,2293.256
10,29,15,846,60,18,2,546.469,33.183,1747.674,1681.639
10,29,16,670,45,15,1,294.62,24.953,905.337,864.838
10,29,17,0,0,11,0,0,11,0,0
10,29,18,0,0,10,0,0,10,0,0
10,29,19,0,0,10,0,0,10,0,0
10,29,20,0,0,10,0,0,10,0,0
10,29,21,0,0,10,0,0,10,0,0
10,29,22,0,0,9,0,0,9,0,0
10,29,23,0,0,9,0,0,9,0,0
10,30,0,0,0,8,0,0,8,0,0
10,30,1,0,0,7,0,0,7,0,0
10,30,2,0,0,7,0,0,7,0,0
10,30,3,0,0,7,0,0,7,0,0
10,30,4,0,0,6,0,0,6,0,0
10,30,5,0,0,5,1,0,5,0,0
10,30,6,0,0,5,1,0,5,0,0
10,30,7,483,35,7,1,167.026,10.001,508.516,477.761
10,30,8,758,60,11,1,430.441,23.39,1408.484,1353.525
10,30,9,870,74,14,0,660.693,39.594,2079.988,2002.064
10,30,10,928,82,17,0,829.509,48.952,2516.874,2421.759
10,30,11,970,80,18,1,935.512,47.616,2867.507,2757.312
10,30,12,971,82,19,1,952.873,49.416,2894.24,2782.848
10,30,13,944,85,20,1,885.976,48.595,2698.576,2595.789
10,30,14,922,72,20,1,751.179,44.627,2320.563,2233.392
10,30,15,840,63,19,1,547.718,37.346,1715.886,1650.935
10,30,16,666,46,16,0,292.94,30.079,877.872,838.094
10,30,17,0,0,12,0,0,12,0,0
10,30,18,0,0,10,1,0,10,0,0
10,30,19,0,0,8,1,0,8,0,0
10,30,20,0,0,8,1,0,8,0,0
10,30,21,0,0,8,1,0,8,0,0
10,30,22,0,0,8,2,0,8,0,0
10,30,23,0,0,7,2,0,7,0,0
10,31,0,0,0,7,2,0,7,0,0
10,31,1,0,0,6,2,0,6,0,0
10,31,2,0,0,6,2,0,6,0,0
10,31,3,0,0,5,2,0,5,0,0
10,31,4,0,0,5,2,0,5,0,0
10,31,5,0,0,4,2,0,4,0,0
10,31,6,0,0,4,2,0,4,0,0
10,31,7,531,32,6,2,173.226,8.723,523.404,492.31
10,31,8,809,53,10,3,444.898,19.529,1478.463,1421.306
10,31,9,917,64,13,3,673.812,28.593,2237.239,2153.332
10,31,10,967,69,16,3,842.688,35.96,2732.083,2627.848
10,31,11,993,71,18,3,942.299,40.54,2995.48,2879.496
10,31,12,996,71,19,2,959.358,45.039,2981.367,2866.029
10,31,13,983,68,20,2,895.939,44.485,2787.672,2681.011
10,31,14,943,64,20,2,754.601,40.811,2376.316,2286.926
10,31,15,871,55,19,2,550.659,34.272,1749.039,1682.958
10,31,16,706,40,16,1,299.102,26.095,908.683,868.096
10,31,17,0,0,10,0,0,10,0,0
10,31,18,0,0,8,0,0,8,0,0
10,31,19,0,0,8,0,0,8,0,0
10,31,20,0,0,8,0,0,8,0,0
10,31,21,0,0,8,0,0,8,0,0
10,31,22,0,0,9,0,0,9,0,0
10,31,23,0,0,8,0,0,8,0,0
11,1,0,0,0,8,0,0,8,0,0
11,1,1,0,0,7,0,0,7,0,0
11,1,2,0,0,6,0,0,6,0,0
11,1,3,0,0,5,0,0,5,0,0
11,1,4,0,0,4,1,0,4,0,0
11,1,5,0,0,3,1,0,3,0,0
11,1,6,0,0,3,1,0,3,0,0
11,1,7,498,32,5,1,164.243,7.892,498.982,468.443
11,1,8,776,55,10,1,430.325,22.392,1411.286,1356.24
11,1,9,887,68,13,1,657.07,33.397,2131.323,2051.472
11,1,10,940,75,15,1,826.264,41.109,2610.279,2511.259
11,1,11,719,171,16,1,828.085,42.782,2603.302,2504.577
11,1,12,81,312,17,2,400.433,28.666,1352.015,1298.796
11,1,13,618,193,18,2,738.383,36.99,2388.282,2298.412
11,1,14,369,218,17,2,508.643,31.189,1687.064,1623.087
11,1,15,311,151,16,2,341.353,25.084,1149.682,1102.454
11,1,16,0,50,14,1,47.842,14.991,172.158,148.517
11,1,17,0,0,11,0,0,11,0,0
11,1,18,0,0,10,0,0,10,0,0
11,1,19,0,0,10,0,0,10,0,0
11,1,20,0,0,10,0,0,10,0,0
11,1,21,0,0,9,0,0,9,0,0
11,1,22,0,0,9,0,0,9,0,0
11,1,23,0,0,9,0,0,9,0,0
11,2,0,0,0,9,0,0,9,0,0
11,2,1,0,0,9,0,0,9,0,0
11,2,2,0,0,9,0,0,9,0,0
11,2,3,0,0,8,0,0,8,0,0
11,2,4,0,0,7,0,0,7,0,0
11,2,5,0,0,6,0,0,6,0,0
11,2,6,0,0,6,0,0,6,0,0
11,2,7,422,35,7,0,150.041,10.189,458.293,428.667
11,2,8,728,62,10,0,414.381,25.417,1341.346,1288.453
11,2,9,857,75,13,0,647.715,38.144,2052.385,1975.488
11,2,10,921,81,15,1,816.151,40.788,2582.328,2484.485
11,2,11,972,76,17,1,925.077,46.35,2853.67,2744.091
11,2,12,976,77,18,2,943.799,43.663,2953.565,2839.494
11,2,13,960,75,18,2,880.279,42.155,2771.471,2665.52
11,2,14,924,69,18,2,742.467,38.541,2364.26,2275.353
11,2,15,842,60,17,2,539.929,32.009,1733.556,1668.003
11,2,16,659,44,14,1,284.638,23.629,875.693,835.972
11,2,17,0,0,10,0,0,10,0,0
11,2,18,0,0,8,0,0,8,0,0
11,2,19,0,0,8,0,0,8,0,0
11,2,20,0,0,7,0,0,7,0,0
11,2,21,0,0,6,0,0,6,0,0
11,2,22,0,0,6,0,0,6,0,0
11,2,23,0,0,6,1,0,6,0,0
11,3,0,0,0,6,1,0,6,0,0
11,3,1,0,0,6,1,0,6,0,0
11,3,2,0,0,5,1,0,5,0,0
11,3,3,0,0,5,2,0,5,0,0
11,3,4,0,0,5,3,0,5,0,0
11,3,5,0,0,4,3,0,4,0,0
11,3,6,0,0,4,3,0,4,0,0
11,3,7,83,41,4,3,66.34,3.745,231.86,207.033
11,3,8,160,123,6,4,207.443,9.118,747.064,710.626
11,3,9,904,64,9,4,659.296,22.434,2251.462,2167.003
11,3,10,264,265,11,4,504.131,21.983,1752.512,1686.311
11,3,11,655,192,14,3,792.223,32.457,2622.352,2522.821
11,3,12,999,70,16,3,952.987,38.741,3057.65,2938.799
11,3,13,417,255,17,2,629.464,34.95,2057.57,1980.481
11,3,14,940,65,17,2,746.959,36.937,2396.991,2306.771
11,3,15,858,57,16,1,540.412,34.241,1714.551,1649.645
11,3,16,676,41,13,0,286.109,26.901,863.97,824.555
11,3,17,0,0,9,0,0,9,0,0
11,3,18,0,0,7,1,0,7,0,0
11,3,19,0,0,6,1,0,6,0,0
11,3,20,0,0,5,1,0,5,0,0
11,3,21,0,0,5,2,0,5,0,0
11,3,22,0,0,5,1,0,5,0,0
11,3,23,0,0,5,1,0,5,0,0
11,4,0,0,0,4,1,0,4,0,0
11,4,1,0,0,4,1,0,4,0,0
11,4,2,0,0,3,1,0,3,0,0
11,4,3,0,0,3,1,0,3,0,0
11,4,4,0,0,2,0,0,2,0,0
11,4,5,0,0,2,0,0,2,0,0
11,4,6,0,0,3,1,0,3,0,0
11,4,7,484,30,6,0,156.342,9.447,468.707,438.849
11,4,8,778,54,9,0,425.473,24.902,1375.764,1321.817
11,4,9,895,66,12,1,653.823,32.327,2129.687,2049.897
11,4,10,952,73,14,2,826.251,36.133,2675.042,2573.266
11,4,11,984,74,15,2,927.922,40.143,2954.734,2840.61
11,4,12,991,75,16,2,949.389,41.918,2997.292,2881.225
11,4,13,980,72,17,2,888.301,41.42,2806.548,2699.056
11,4,14,945,66,16,2,749.531,36.826,2406.071,2315.485
11,4,15,869,57,15,2,544.694,30.208,1761.416,1694.909
11,4,16,689,41,12,1,289.412,21.84,893.464,853.277
11,4,17,0,0,8,1,0,8,0,0
11,4,18,0,0,5,1,0,5,0,0
11,4,19,0,0,4,1,0,4,0,0
11,4,20,0,0,3,1,0,3,0,0
11,4,21,0,0,3,1,0,3,0,0
11,4,22,0,0,2,1,0,2,0,0
11,4,23,0,0,2,1,0,2,0,0
11,5,0,0,0,1,1,0,1,0,0
11,5,1,0,0,1,1,0,1,0,0
11,5,2,0,0,1,2,0,1,0,0
11,5,3,0,0,1,1,0,1,0,0
11,5,4,0,0,1,1,0,1,0,0
11,5,5,0,0,1,1,0,1,0,0
11,5,6,0,0,1,1,0,1,0,0
11,5,7,597,25,3,1,177.144,6.323,527,495.824
11,5,8,869,43,7,2,450.003,17.983,1496.181,1438.46
11,5,9,972,52,10,3,684.131,25.92,2295.63,2209.443
11,5,10,1020,57,13,2,857.293,36.053,2775.708,2669.572
11,5,11,1031,66,15,1,955.762,45.501,2960.499,2846.113
11,5,12,1033,66,17,1,972.415,48.178,2971.532,2856.643
11,5,13,1018,64,18,0,907.331,53.777,2685.816,2583.578
11,5,14,992,55,18,0,767.413,49.361,2308.714,2222.012
11,5,15,918,48,17,0,558.849,41.28,1708.276,1643.583
11,5,16,751,35,15,0,301.126,29.503,890.504,850.395
11,5,17,0,0,13,0,0,13,0,0
11,5,18,0,0,10,0,0,10,0,0
11,5,19,0,0,7,1,0,7,0,0
11,5,20,0,0,5,1,0,5,0,0
11,5,21,0,0,4,1,0,4,0,0
11,5,22,0,0,3,1,0,3,0,0
11,5,23,0,0,3,1,0,3,0,0
11,6,0,0,0,3,1,0,3,0,0
11,6,1,0,0,3,1,0,3,0,0
11,6,2,0,0,3,1,0,3,0,0
11,6,3,0,0,2,1,0,2,0,0
11,6,4,0,0,2,1,0,2,0,0
11,6,5,0,0,2,1,0,2,0,0
11,6,6,0,0,2,1,0,2,0,0
11,6,7,568,26,5,1,171.028,8.133,506.506,475.797
11,6,8,850,46,9,2,443.223,19.748,1461.631,1405.008
11,6,9,956,56,14,2,676.493,31.666,2208.029,2125.251
11,6,10,1006,63,17,2,851.141,39.692,2705.805,2602.706
11,6,11,1024,67,19,2,948.369,44.509,2952.495,2838.472
11,6,12,1027,68,20,2,966.999,46.188,2985.77,2870.23
11,6,13,1012,66,21,2,902.382,45.615,2789.381,2682.645
11,6,14,968,64,21,2,759.13,41.903,2374.142,2284.839
11,6,15,887,55,19,1,548.74,37.409,1710.856,1646.076
11,6,16,700,40,15,1,289.876,24.82,879.794,839.966
11,6,17,0,0,12,1,0,12,0,0
11,6,18,0,0,12,0,0,12,0,0
11,6,19,0,0,12,0,0,12,0,0
11,6,20,0,0,11,0,0,11,0,0
11,6,21,0,0,9,1,0,9,0,0
11,6,22,0,0,8,1,0,8,0,0
11,6,23,0,0,7,1,0,7,0,0
11,7,0,0,0,7,1,0,7,0,0
11,7,1,0,0,6,1,0,6,0,0
11,7,2,0,0,6,1,0,6,0,0
11,7,3,0,0,5,1,0,5,0,0
11,7,4,0,0,5,1,0,5,0,0
11,7,5,0,0,5,1,0,5,0,0
11,7,6,0,0,5,1,0,5,0,0
11,7,7,418,30,7,1,141.707,9.15,429.6,400.608
11,7,8,439,89,10,1,305.812,18.336,1031.899,987.984
11,7,9,762,81,13,1,584.589,30.693,1919.535,1847.48
11,7,10,938,74,16,2,809.566,37.417,2603.151,2504.432
11,7,11,977,72,18,3,912.067,39.783,2908.731,2796.688
11,7,12,621,202,19,4,773.989,36.121,2516.635,2421.53
11,7,13,9,182,18,4,185.854,22.258,646.858,612.873
11,7,14,0,82,17,3,77.944,17.715,277.048,251.302
11,7,15,188,152,14,2,267.354,19.646,926.812,885.744
11,7,16,37,69,12,1,84.8,13.789,300.248,274.022
11,7,17,0,0,10,0,0,10,0,0
11,7,18,0,0,9,0,0,9,0,0
11,7,19,0,0,8,0,0,8,0,0
11,7,20,0,0,6,0,0,6,0,0
11,7,21,0,0,6,0,0,6,0,0
11,7,22,0,0,5,1,0,5,0,0
11,7,23,0,0,5,1,0,5,0,0
11,8,0,0,0,4,1,0,4,0,0
11,8,1,0,0,4,1,0,4,0,0
11,8,2,0,0,4,1,0,4,0,0
11,8,3,0,0,5,0,0,5,0,0
11,8,4,0,0,6,0,0,6,0,0
11,8,5,0,0,6,1,0,6,0,0
11,8,6,0,0,7,1,0,7,0,0
11,8,7,0,28,8,1,27.065,6.229,101.222,78.946
11,8,8,0,48,9,1,45.545,8.038,169.01,145.43
11,8,9,6,144,10,2,145.541,12.145,530.103,498.856
11,8,10,10,181,11,3,185.909,14.175,671.235,636.661
11,8,11,5,162,12,3,161.848,14.702,583.115,550.64
11,8,12,25,244,12,4,264.749,16.652,945.389,903.825
11,8,13,67,266,12,4,334.943,18.429,1185.775,1137.507
11,8,14,583,147,12,4,583.267,24.006,1995.244,1920.45
11,8,15,130,152,11,4,236.196,15.924,835.634,796.953
11,8,16,462,49,11,3,219.723,15.246,708.172,672.697
11,8,17,0,0,10,3,0,10,0,0
11,8,18,0,0,10,3,0,10,0,0
11,8,19,0,0,10,3,0,10,0,0
11,8,20,0,0,10,3,0,10,0,0
11,8,21,0,0,9,3,0,9,0,0
11,8,22,0,0,9,3,0,9,0,0
11,8,23,0,0,9,3,0,9,0,0
11,9,0,0,0,9,3,0,9,0,0
11,9,1,0,0,9,3,0,9,0,0
11,9,2,0,0,9,3,0,9,0,0
11,9,3,0,0,10,3,0,10,0,0
11,9,4,0,0,10,3,0,10,0,0
11,9,5,0,0,10,3,0,10,0,0
11,9,6,0,0,10,3,0,10,0,0
11,9,7,465,24,10,3,144.786,11.759,425.49,396.589
11,9,8,0,15,11,3,14.201,9.938,52.261,30.901
11,9,9,0,25,13,4,23.701,11.972,86.443,64.446
11,9,10,0,33,14,4,31.319,13.178,113.617,91.106
11,9,11,0,37,15,5,35.137,14.387,126.783,104.021
11,9,12,0,38,16,5,36.092,15.427,129.621,106.804
11,9,13,0,35,16,5,33.228,15.372,119.367,96.746
11,9,14,0,28,15,5,26.558,14.221,95.9,73.725
11,9,15,0,19,15,4,17.999,13.903,65.085,43.488
11,9,16,0,8,14,3,7.566,12.48,27.534,6.628
11,9,17,0,0,12,3,0,12,0,0
11,9,18,0,0,12,3,0,12,0,0
11,9,19,0,0,12,3,0,12,0,0
11,9,20,0,0,11,4,0,11,0,0
11,9,21,0,0,11,4,0,11,0,0
11,9,22,0,0,10,4,0,10,0,0
11,9,23,0,0,10,3,0,10,0,0
11,10,0,0,0,10,3,0,10,0,0
11,10,1,0,0,9,3,0,9,0,0
11,10,2,0,0,8,2,0,8,0,0
11,10,3,0,0,8,1,0,8,0,0
11,10,4,0,0,7,1,0,7,0,0
11,10,5,0,0,6,0,0,6,0,0
11,10,6,0,0,5,0,0,5,0,0
11,10,7,427,27,6,0,138.614,8.724,416.884,388.171
11,10,8,783,48,8,1,410.936,19.697,1352.809,1299.566
11,10,9,914,57,11,1,642.328,30.967,2100.833,2022.13
11,10,10,970,63,14,2,813.676,35.781,2636.056,2535.944
11,10,11,988,69,15,2,910.211,39.666,2903.632,2791.818
11,10,12,992,69,16,3,928.224,38.46,2980.71,2865.402
11,10,13,984,64,17,3,868.149,38.107,2787.14,2680.502
11,10,14,948,59,16,3,731.299,33.881,2378.589,2289.108
11,10,15,870,50,15,2,527.561,29.706,1704.413,1639.85
11,10,16,685,35,12,1,275.626,21.322,845.066,806.141
11,10,17,0,0,8,1,0,8,0,0
11,10,18,0,0,6,1,0,6,0,0
11,10,19,0,0,5,1,0,5,0,0
11,10,20,0,0,4,1,0,4,0,0
11,10,21,0,0,4,1,0,4,0,0
11,10,22,0,0,3,1,0,3,0,0
11,10,23,0,0,3,1,0,3,0,0
11,11,0,0,0,3,1,0,3,0,0
11,11,1,0,0,2,1,0,2,0,0
11,11,2,0,0,2,1,0,2,0,0
11,11,3,0,0,2,1,0,2,0,0
11,11,4,0,0,2,1,0,2,0,0
11,11,5,0,0,2,1,0,2,0,0
11,11,6,0,0,2,1,0,2,0,0
11,11,7,487,23,4,2,148.966,6.028,446.873,417.501
11,11,8,805,43,7,2,410.63,16.818,1366.003,1312.355
11,11,9,928,51,10,3,641.579,24.82,2159.324,2078.411
11,11,10,987,56,12,3,815.633,31.395,2699.053,2596.246
11,11,11,1015,57,13,4,915.764,33.074,3018.083,2901.06
11,11,12,1020,57,14,4,935.116,34.649,3059.858,2940.904
11,11,13,1004,57,15,4,873.515,34.361,2856.491,2746.787
11,11,14,956,57,15,4,732.593,31.262,2412.789,2321.931
11,11,15,878,48,14,3,528.028,26.883,1727.937,1662.576
11,11,16,692,34,11,2,274.608,18.404,851.197,812.114
11,11,17,0,0,7,1,0,7,0,0
11,11,18,0,0,6,1,0,6,0,0
11,11,19,0,0,5,1,0,5,0,0
11,11,20,0,0,4,1,0,4,0,0
11,11,21,0,0,4,1,0,4,0,0
11,11,22,0,0,3,1,0,3,0,0
11,11,23,0,0,3,1,0,3,0,0
11,12,0,0,0,2,2,0,2,0,0
11,12,1,0,0,2,2,0,2,0,0
11,12,2,0,0,2,2,0,2,0,0
11,12,3,0,0,2,2,0,2,0,0
11,12,4,0,0,1,2,0,1,0,0
11,12,5,0,0,1,2,0,1,0,0
11,12,6,0,0,1,2,0,1,0,0
11,12,7,508,22,3,2,152.417,5.121,456.76,427.168
11,12,8,819,43,6,3,414.99,14.79,1391.591,1337.156
11,12,9,933,52,10,3,643.623,24.879,2164.808,2083.686
11,12,10,986,58,13,2,814.793,34.856,2650.633,2549.9
